salesforce_account_id,account_name,active_workspace_count,q4_2025_dbus,q4_2025_dollars
001Vp0000033fbLIAQ,TRUEOLOGY LIMITED,1,0.0,0.0
001Vp00000qQP87IAG,outsane.co.uk,1,0.0,0.0
001Vp000008zlblIAA,Celcat,1,0.0,0.0
0014N00002BBT7GQAX,Medivet,2,0.0,0.0
00161000005eOdmAAE,Citrix Systems  Inc.,1,0.0,0.0
001Vp00000mNnxMIAS,mindleek.io,1,0.0,0.0
00161000015J3tQAAS,Duck Creek Technologies,1,0.0,0.0
001Vp00000Cr9uXIAR,Dale Underwriting Partners,1,0.0,0.0
001Vp00000LLhPHIA1,ecstasyholding.com,1,0.0,0.0
001Vp00000gokQtIAI,capita-ics.co.uk,1,0.0,0.0
001Vp0000033eIjIAI,COMPANY NET LIMITED,2,0.0,0.0
001Vp0000038wl7IAA,INTERMEDE GLOBAL PARTNERS INC.,1,0.0,0.0
001Vp00000Coc00IAB,upmyskills.co.uk,1,0.0,0.0
001Vp00000DFONWIA5,stu.mmu.ac.uk,1,0.0,0.0
001Vp00000W8gG1IAJ,bamboox2go.com,1,0.0,0.0
001Vp0000033TP0IAM,Cora Systems,3,0.0,0.0
0016100001EzLdkAAF,Navis,1,0.0,0.0
001Vp00000qIPTRIA4,ANYA CONSULTANCY SERVICES LIMITED,1,0.0,0.0
001Vp00000MMakwIAD,veld-am.com,1,0.0,0.0
0016100001TPfdwAAD,UBA Group,1,0.0,0.0
001Vp00000JnYfAIAV,ROBERTS GROUP LIMITED,1,0.0,0.0
001Vp00000gpMr7IAE,alumni.uv.es,1,0.0,0.0
001Vp0000033XDxIAM,cqsm.com,2,0.0,0.0
001Vp00000TrXreIAF,METRYX STUDIOS LTD,1,0.0,0.0
00161000009GoTCAA0,Fidelity Investments,1,0.0,0.0
001Vp00000dsHMxIAM,Waterstons Ltd,2,0.0,0.0
0018Y00002lrG2kQAE,Grupo Abraxas,1,0.0,0.0
001Vp000005BJXkIAO,THE ENGLISH HERITAGE TRUST,2,0.0,0.0
001Vp000000yjLjIAI,MACNICA  Inc. (Reseller),2,0.0,0.0
001Vp0000033WbJIAU,rsflemingsolutions.net,1,0.0,0.0
001Vp0000038wmpIAA,bluemail.ch,1,0.0,0.0
0016100001SQvvjAAD,OutSystems,1,0.0,0.0
001Vp00000WLhNhIAL,Optima Partners Limited,1,0.0,0.0
001Vp0000038zoDIAQ,CVR COLLEGE OF ENGINEERING,2,0.0,0.0
001Vp000006LpqXIAS,SEFE,1,0.0,0.0
001Vp0000033eFbIAI,TIAGO HENRIQUE DANTAS FERREIRA,1,0.0,0.0
0014N00001nf5WrQAI,LTIMindtree Limited (HQ),1,0.0,0.0
0013f0000063hrvAAA,Rolls-Royce Singapore,3,0.0,0.0
001Vp00000pMD7mIAG,V12 FINANCE GROUP LIMITED,1,0.0,0.0
0018Y000036cmUVQAY,Fintrax,1,0.0,0.0
0018Y00002yEbTrQAK,Madeira LTD,1,0.0,0.0
0014N00001g8KBhQAM,Tredence Inc (HQ),1,0.0,0.0
0014N00001g8ifmQAA,Mundipharma Ltd,1,0.0,0.0
001Vp000001SMebIAG,FluidOne Ltd,1,0.0,0.0
001Vp00000YMGnJIAX,SAUDI NATIONAL TECHNOLOGY GROUP COMPANY,1,0.0,0.0
0018Y00002qRbfPQAS,carbon laces,1,0.0,0.0
001Vp0000033hYFIAY,Iteso  A.C.,1,0.0,0.0
001Vp00000W8cfHIAR,TFI TAB FOOD INVESTMENTS INC.,1,0.0,0.0
0018Y00002kwiZLQAY,Polestar Solutions & Services India Pvt Ltd,1,0.0,0.0
001Vp00000nGVIAIA4,Norfolk Constabularies,2,0.0,0.0
0016100001TPKJbAAP,Hitachi Digital Services,1,0.0,0.0
001Vp00000dsHhdIAE,Transparity Solutions Limited,1,0.0,0.0
001Vp000000ZVfQIAW,Royalgateway,1,0.0,0.0
001Vp00000RqdPKIAZ,ADA MODE LIMITED,3,0.0,0.0
0016100001E08WlAAJ,Gocompare.com,1,0.0,0.0
001Vp00000C1InCIAV,MOVAR LIMITED,1,0.0,0.0
0013f000009gETaAAM,Stuart,1,0.0,0.0
001Vp000003yDFJIA2,Southampton FC,2,0.0,0.0
001Vp00000395l9IAA,westcoastrail.co.uk,1,0.0,0.0
001Vp00000XItCjIAL,zurratech.com,1,0.0,0.0
001Vp00000pMBXLIA4,codigroup.co.uk,1,0.0,0.0
001Vp00000MWjqDIAT,NATIONAL CHENGCHI UNIVERSITY,1,0.0,0.0
001Vp0000033YjkIAE,student.wne.uw.edu.pl,1,0.0,0.0
001Vp0000033dEWIAY,ucdconnect.ie,2,0.0,0.0
001Vp000006L5ECIA0,Saish Infotech Ltd,1,0.0,0.0
001Vp0000033Py4IAE,MAISTRO LIMITED,6,0.0,0.0
001Vp000003SxzaIAC,Xceptor Limited,2,0.0,0.0
001Vp00000LBlquIAD,catslovedata.uk,1,0.0,0.0
0018Y000036fSc0QAE,Griffiths Waite,1,0.0,0.0
001Vp0000033dPqIAI,Construo AG,1,0.0,0.0
0016100001H6psqAAB,Microsoft Italy,1,0.0,0.0
0016100001Qb7lCAAR,Relativity,1,0.0,0.0
001Vp00000EKbQ4IAL,CAMDEN AI LTD,1,0.0,0.0
0016100001WowGcAAJ,Hiscox,1,0.0,0.0
0016100001Qcv6PAAR,University of Toronto,2,0.0,0.0
001Vp0000038ze5IAA,CAMPAIGN AGAINST LIVING MISERABLY,1,0.0,0.0
0014N00002BAtwXQAT,New York University,1,0.0,0.0
0016100001AT9eYAAT,Vanquis Banking Group,1,0.0,0.0
0016100000d1OdMAAU,Virtusa,1,0.0,0.0
0014N000020ochMQAQ,Olvin Ltd,1,0.0,0.0
0016100001TPJm8AAH,Quest Software,1,0.0,0.0
001Vp00000Gq6GHIAZ,fac201.com,1,0.0,0.0
001Vp00000QCOijIAH,edu.unige.it,1,0.0,0.0
001Vp00000OxF0YIAV,fairr.org,1,0.0,0.0
001Vp00000pM70hIAC,fxz.me,1,0.0,0.0
0018Y0000346xOZQAY,Adams Apple,2,0.0,0.0
0016100001ced31AAA,Genpact India Private Limited,1,0.0,0.0
001Vp0000038vzEIAQ,baulaconsulting.com,1,0.0,0.0
001Vp0000038mYtIAI,sacorp.co.za,1,0.0,0.0
001Vp0000033ebuIAA,pzbp.co.uk,1,0.0,0.0
001Vp0000033UgEIAU,thecambiumgroup.co.uk,1,0.0,0.0
0016100001BItFrAAL,Hot ITem - Conclusion B.V.,1,0.0,0.0
0018Y00002yF92bQAC,Inspari A/S,1,0.0,0.0
001Vp00000QeYbwIAF,ONESC LIMITED,1,0.0,0.0
0016100000Zco2ZAAR,Amdocs Inc,1,0.0,0.0
001Vp00000fthPjIAI,CSL Group,1,0.0,0.0
0018Y000031DD4XQAW,Nagarro (HQ),1,0.0,0.0
0016100001cg9QdAAI,Hexaware Technologies (HQ),2,0.0,0.0
0014N000027PnfPQAS,Money and Pensions Service,1,0.0,0.0
0018Y00002sf58ZQAQ,University of Strathclyde,1,0.0,0.0
001Vp0000033aYYIAY,ON DATA LIMITED,1,0.0,0.0
0018Y0000348BjaQAE,Oxfordshire County Council,1,0.0,0.0
0016100001dRGP0AAO,EVRY ASA,1,0.0,0.0
001Vp0000038hUOIAY,pesu.pes.edu,1,0.0,0.0
001Vp0000033L1bIAE,PF Concept Belgium,1,0.0,0.0
0018Y00002yExqlQAC,Ticketer,1,0.0,0.0
0018Y00002yF2lDQAS,UNIVERSITY ALLIANCE UCL Brazil,1,0.0,0.0
001Vp00000CCflJIAT,Fido Technologies  LLC,1,0.0,0.0
001Vp00000JLsUGIA1,MAIÊUTICA - COOPERATIVA DE ENSINO SUPERIOR  C.R.L.,1,0.0,0.0
001Vp00000WBcE6IAL,PORTMAN HEALTHCARE LIMITED,1,0.0,0.0
0013f000004SrzRAAS,University of Missouri,1,0.0,0.0
0013f000008ojQoAAI,Analytics8  LLC,1,0.0,0.0
0018Y000032TsyjQAC,Red Olive Ltd,1,0.0,0.0
0014N00001g8JoEQAU,New Jersey Institute of Technology,1,0.0,0.0
001Vp00000QSbiVIAT,datacorridor.io,1,0.0,0.0
0018Y00002kwVVDQA2,Asia Pacific University of Technology and Innovation,1,0.0,0.0
0018Y000032TSjNQAW,Eli Lilly and Company,1,0.0,0.0
001Vp0000038sL8IAI,Robert Gordon University Student Union,1,0.0,0.0
001Vp00000391ICIAY,organicdatasolutions.com,2,0.0,0.0
001Vp00000gouA6IAI,ot.globalimpala.com,1,0.0,0.0
001Vp0000038tqeIAA,One Retail Group Limited,1,0.0,0.0
0018Y00002vQwVgQAK,CEREDIGION COUNTY COUNCIL,3,0.0,0.0
001Vp0000038tMCIAY,talamy.co.uk,2,0.0,0.0
001Vp00000396vwIAA,marlo.online,1,0.0,0.0
0014N00001iqMXmQAM,Itineris,1,0.0,0.0
001Vp00000RqflxIAB,easydatainsights.com,1,0.0,0.0
0013f000006453gAAA,Auto Data Guru,3,0.0,0.0
001Vp00000eZTxlIAG,WONDERFIELD GROUP LIMITED,1,0.0,0.0
0018Y00002mzjW5QAI,AND Digital,2,0.0,0.0
0013f000009g4u4AAA,Uppsala Universitet,1,0.0,0.0
0018Y00002yEei6QAC,TRINE UNIVERSITY  INC.,1,0.0,0.0
001Vp0000033gCHIAY,Servita Professional Services (UK) Ltd,1,0.0,0.0
001Vp000005AeyzIAC,VOYAGER SOLUTIONS LIMITED,1,0.0,0.0
001Vp0000033VfKIAU,Autorek,2,0.0,0.0
0016100001H6ONzAAN,Biffa,1,0.0,0.0
001Vp00000FGCHbIAP,CONTEXT BUSINESS INTELLIGENCE LTD.,2,0.0,0.0
001Vp000003OndwIAC,zohomail.in,1,0.0,0.0
001Vp0000033UY8IAM,VANTWORKS LIMITED,1,0.0,0.0
0016100001D5Q8iAAF,Data Reply,1,0.0,0.0
001Vp00000392U6IAI,virtualworkspaces.co.uk,1,0.0,0.0
001Vp00000CyC5rIAF,SANCTUARY PERSONNEL LIMITED,1,0.0,0.0
001Vp00000DHkdGIAT,sandbox.ogi-mobius.com,1,0.0,0.0
0016100001BKNmfAAH,Munich Re Group,2,0.0,0.0
00161000015He4WAAS,University of New South Wales (UNSW),1,0.0,0.0
001Vp00000EKY7IIAX,jaydoubleu.co.uk,1,0.0,0.0
001Vp00000JqJtHIAV,Tools & Solutions Co,1,0.0,0.0
001Vp00000UJoMRIA1,The Ramblers Association,1,0.0,0.0
0018Y00002fqOXAQA2,Chelsea and Westminster Hospital NHS Foundation Trust,1,0.0,0.0
001Vp00000Iyv7gIAB,mscse.uiu.ac.bd,1,0.0,0.0
0016100000U5DvGAAV,Broadridge,1,0.0,0.0
001Vp00000IbqOmIAJ,mindsanus.com,1,0.0,0.0
001Vp0000033RIAIA2,sb-infotech.com,1,0.0,0.0
001Vp00000l9X4AIAU,stu.unizulu.ac.za,1,0.0,0.0
001Vp0000059FEhIAM,asda.uk,1,0.0,0.0
0018Y00002lqFSaQAM,Chalmers University,1,0.0,0.0
001Vp00000391JQIAY,stech.com,1,0.0,0.0
0018Y00002m4x6uQAA,Ascent Digital Services UK Ltd.,2,0.0,0.0
0018Y000036fET1QAM,CPC Project Services,2,0.0,0.0
0018Y00002nIlL2QAK,InfoVision Inc,1,0.0,0.0
0016100001WoCN2AAN,Accenture 2 (Redkite),1,0.0,0.0
0018Y0000347tsSQAQ,Alliants,1,0.0,0.0
0016100001Uf4IyAAJ,Diamond Bank Plc,1,0.0,0.0
001Vp0000038i0fIAA,viskersoftware.com,1,0.0,0.0
0013f00000Ahqk8AAB,Farmtrace,1,0.0,0.0
001Vp0000033YZyIAM,CITY AND GUILDS OF LONDON INSTITUTE,1,0.0,0.0
001Vp00000TK3pAIAT,Kingsley Napley,2,0.0,0.0
001Vp0000033gsVIAQ,IJYI LTD,1,0.0,0.0
001Vp00000PO3hdIAD,delawaredev.co.uk,2,0.0,0.0
001Vp000002h8e0IAA,Humber College,1,0.0,0.0
0018Y000031D534QAC,Terragon,1,0.0,0.0
001Vp00000gpEFIIA2,idat.pe,1,0.0,0.0
001Vp0000033be8IAA,langer.hu,1,0.0,0.0
0014N000027OybpQAC,Itaú Unibanco,1,0.0,0.0
0016100001XnZxcAAF,University of Sydney,1,0.0,0.0
001Vp00000L2vVxIAJ,RTC,1,0.0,0.0
001Vp000003WMrtIAG,oldmutual.co.zw,1,0.0,0.0
001Vp00000392xKIAQ,npe.fosadmin.org.uk,2,0.0,0.0
001Vp0000038zkjIAA,Fidelis Insurance Bermuda Limited,1,0.0,0.0
0016100000U5Dl0AAF,Marsh McLennan,1,0.0,0.0
001Vp000003TtLyIAK,IIMB INNOVATIONS,1,0.0,0.0
001Vp000003FhUjIAK,Hochschule für Angewandte Wissenschaften Hof,1,0.0,0.0
001Vp000003F0j7IAC,ARIMON DIGILYTICS PRIVATE LIMITED,1,0.0,0.0
001Vp00000WwTiLIAV,T A PAI MANAGEMENT INSTITUTE,1,0.0,0.0
001Vp0000075tuNIAQ,olatunde.dev,1,0.0,0.0
001Vp000002WCZtIAO,Cloudxcel Ltd,1,0.0,0.0
0016100001H6kETAAZ,Optos PLC,1,0.0,0.0
001Vp00000pLlMoIAK,PRINSIX LTD,1,0.0,0.0
0016100001D761yAAB,DHL Group (former Deutsche Post DHL),1,0.0,0.0
001Vp0000038uTIIAY,EMBRACENT LIMITED,1,0.0,0.0
001Vp0000033U4vIAE,student.sgh.waw.pl,1,0.0,0.0
001Vp0000033d0CIAQ,vulcananalytics.net,2,0.0,0.0
0016100001H6k6lAAB,Aon Corporation,1,0.0,0.0
0013f000004RxavAAC,McKinsey France,1,0.0,0.0
001Vp00000DqpVWIAZ,DigitalEx,1,0.0,0.0
001Vp00000gop2MIAQ,azure.nestmanagement.co.uk,1,0.0,0.0
0018Y00002nIePhQAK,You Verify Inc,1,0.0,0.0
001Vp0000033ciLIAQ,ATLANTIC TECHNOLOGICAL UNIVERSITY,1,0.0,0.0
0016100001QfGfMAAV,Windows Live Hotmail,1,0.0,0.0
001Vp000004zoaHIAQ,student.upt.ro,1,0.0,0.0
001Vp00000mkNyuIAE,HOLLYPORT LIMITED,1,0.0,0.0
001Vp00000393l8IAA,secmitie.co.uk,1,0.0,0.0
0013f000009enECAAY,Universitat Oberta de Catalunya,1,0.0,0.0
001Vp00000DmGUPIA3,NEUER ENERGY LIMITED,2,0.0,0.0
0013f0000063uW9AAI,Harrisburg University of Science and Technology,1,0.0,0.0
0016100001cg8FsAAI,QuEST Global,1,0.0,0.0
001Vp00000Ibp9RIAR,DigitSense Limited,3,0.0,0.0
001Vp0000038xKuIAI,ENTERTAINMENT MAGPIE GROUP LIMITED,1,0.0,0.0
0018Y0000348y4aQAA,Iver Accelerate AB,1,0.0,0.0
0016100001SQYkGAAX,StorageByMail.com,2,0.0,0.0
001Vp00000DihmXIAR,xpsplc.com,1,0.0,0.0
001Vp00000306gQIAQ,Visku,1,0.0,0.0
0016100001H4cwRAAR,Mindtree Limited,1,0.0,0.0
001Vp0000033Y8ZIAU,academiescentral.org.uk,1,0.0,0.0
001Vp0000038yqMIAQ,SHELTER  THE NATIONAL CAMPAIGN FOR HOMELESS PEOPLE LIMITED,1,0.0,0.0
001Vp00000gojudIAA,olivianetwork.ai,1,0.0,0.0
001Vp000007ZuEiIAK,Cumulus Oncology,1,0.0,0.0
001Vp00000HWRswIAH,BISHOP CHADWICK CATHOLIC EDUCATION TRUST,1,0.0,0.0
0013f000004T3Y2AAK,ALM First,2,0.0,0.0
001Vp00000IbpJ0IAJ,wersel.io,1,0.0,0.0
001Vp00000Ez3NXIAZ,gblsbo.cloud,4,0.0,0.0
001Vp00000goz20IAA,ES SOLUTIONS GROUP LTD,1,0.0,0.0
001Vp00000WwFE1IAN,fegamma.com,1,0.0,0.0
001Vp00000HlPIxIAN,PROPERTY CONSORTIUM (HOLDINGS) LIMITED,1,0.0,0.0
0013f000009dyWdAAI,Nuclear Decommissioning Authority,2,0.0,0.0
001Vp000003FnzeIAC,UNIVERSITY OF WINCHESTER ACADEMY TRUST,3,0.0,0.0
001Vp000003FkvQIAS,STATION10 LIMITED,1,0.0,0.0
0016100001WQs5cAAD,Tata Consultancy Services Limited,1,0.0,0.0
001Vp00000ei5bAIAQ,Segen,1,0.0,0.0
0016100001fR5gkAAC,Universidad de Concepción,1,0.0,0.0
001Vp0000033UucIAE,lidio.io,1,0.0,0.0
001Vp0000033bizIAA,NORTHDOOR PLC,5,0.0,0.0
001Vp00000ZLSgNIAX,ambrey.ai,1,0.0,0.0
001Vp00000UJrXBIA1,Eutomatics Inc.,1,0.0,0.0
001Vp00000gGtz6IAC,NWorld UK Limited,1,0.0,0.0
001Vp000004erEbIAI,ahdatabase.com,1,0.0,0.0
001Vp0000033Qz6IAE,The DOC B.V.,1,0.0,0.0
001Vp00000396NzIAI,cb.students.amrita.edu,1,0.0,0.0
0018Y00002fpjffQAA,Strike (HouseSimple),1,0.0,0.0
001Vp00000ei2fhIAA,ENCYCLIS,1,0.0,0.0
0018Y00002vRjeQQAS,XANDER TALENT LTD,1,0.0,0.0
0018Y00002vQGCFQA4,Natural History Museums of Los Angeles County,1,0.0,0.0
0013f000002nCmOAAU,Alan,1,0.0,0.0
001Vp00000IboQBIAZ,kevstevtechnologies.co.uk,1,0.0,0.0
001Vp00000WgAk8IAF,TRINITATUM LTD,2,0.0,0.0
001Vp000004gsWQIAY,ACCEDIA AD,2,0.0,0.0
001Vp00000NGoWlIAL,edlahareen.com,1,0.0,0.0
001Vp00000ljphfIAA,DYGIX P.C.,1,0.0,0.0
001Vp0000033VHAIA2,SQLITE LTD,6,0.0,0.0
001Vp0000033bVzIAI,Bridgend County Borough Council,3,0.0,0.0
001Vp00000390nFIAQ,novasoftuk.com,1,0.0,0.0
001Vp00000qHkJNIA0,AIM COMPUTING LTD,1,0.0,0.0
001Vp00000391SzIAI,MMA HOLDINGS UK PLC,1,0.0,0.0
0013f000004QsamAAC,Railpen,1,0.0,0.0
001Vp000003vk2qIAA,parkingeye.co.uk,1,0.0,0.0
001Vp00000goHISIA2,thebusygroup.org.uk,1,0.0,0.0
001Vp000008zuBzIAI,Park University,1,0.0,0.0
001Vp0000033X1KIAU,paskogroup.co.uk,1,0.0,0.0
001Vp000003FWkWIAW,The Planning Inspectorate,1,0.0,0.0
001Vp0000033caMIAQ,SIMPLEBI LTD,1,0.0,0.0
001Vp0000033d9kIAA,JUNIPER EDUCATION GROUP LIMITED,1,0.0,0.0
001Vp0000038vHHIAY,INTEGRATED ENVIRONMENTAL SOLUTIONS LIMITED,1,0.0,0.0
001Vp0000038o1LIAQ,bipure.nl,1,0.0,0.0
001Vp0000038r5eIAA,NIE EICHER CENTRE FOR AUTO TECH,1,0.0,0.0
001Vp00000f05N3IAI,Roger,1,0.0,0.0
001Vp00000OGwAHIA1,Pharmacy+health,1,0.0,0.0
0018Y00002frM4JQAU,Joseph,1,0.0,0.0
0018Y00002r6FDQQA2,BIP - Business Integration Partners SPA (HQ),1,0.0,0.0
0018Y000036fajNQAQ,TMW Unlimited,1,0.0,0.0
001Vp0000033VXAIA2,CYNERGI IT CONSULTING LTD,1,0.0,0.0
001Vp0000054eXDIAY,X-RM Limited,1,0.0,0.0
001Vp0000033gpAIAQ,nuprc.gov.ng,1,0.0,0.0
001Vp000005MrvqIAC,Bridgenext,2,0.0,0.0
0016100001ZVwmjAAD,HM Treasury (HMT),1,0.0,0.0
001Vp0000038yTcIAI,padsresearch.co.uk,1,0.0,0.0
001Vp00000ZihmiIAB,Microsoft AI (CoPilot),1,0.0,0.0
001Vp0000033YoWIAU,KADIR ABDO,1,0.0,0.0
0014N00001nfkE1QAI,Mishcon De Reya,3,0.0,0.0
001Vp0000033atOIAQ,ITHACA PETROLEUM LIMITED,1,0.0,0.0
0016100001TPJc8AAH,FTI Consulting,1,0.0,0.0
001Vp0000038wbjIAA,FEED IT BACK LIMITED,1,0.0,0.0
001Vp0000033bmMIAQ,solet.biz,1,0.0,0.0
001Vp00000CCWlEIAX,PORTHAVEN FINANCE LIMITED,1,0.0,0.0
001Vp0000033gcCIAQ,CAROUSEL LOGISTICS HOLDINGS LIMITED,1,0.0,0.0
001Vp00000ErnFYIAZ,T.E.W. Software Solutions (trading as itelligent-i),1,0.0,0.0
0014N00001g8h2sQAA,Kent State University,1,0.0,0.0
0016100001XnY8GAAV,Infogain Corporation (HQ),1,0.0,0.0
0016100001QbPjWAAV,Medicines and Healthcare Products Regulatory Agency,1,0.0,0.0
001Vp00000393I6IAI,BANCSTREET AXELLERA LTD,1,0.0,0.0
001Vp0000033cTtIAI,MAINTEL HOLDINGS PLC,1,0.0,0.0
001Vp00000goV22IAE,enbodie.me,1,0.0,0.0
001Vp00000gHDYGIA4,Crayon Magyarország Kft.,1,0.0,0.0
0014N00001nfIkKQAU,HN,1,0.0,0.0
001Vp00000gGyUTIA0,HazelHeartwood BV,1,0.0,0.0
0014N00001nfDt2QAE,Jato Dynamics,1,0.0,0.0
001Vp00000Ez0W6IAJ,INNOVATIVE BUSINESS INTELLIGENCE LTD,1,0.0,0.0
0018Y00002seofcQAA,Suncorp New Zealand,1,0.0,0.0
001Vp00000f08NYIAY,Connected Health,1,0.0,0.0
0016100001QfF1ZAAV,Accenture,1,0.0,0.0
0014N00001g8K6mQAE,UMass Boston - PhD in Business Administration,1,0.0,0.0
0018Y000031DAwmQAG,NOW Gmbh,1,0.0,0.0
0014N00001g9043QAA,IMI Precision Engineering,1,0.0,0.0
001Vp0000033WQEIA2,Fachhochschule St. Pölten GmbH,1,0.0,0.0
0016100001Ezhn4AAB,Jarmany Ltd.,1,0.0,0.0
0016100001Iuu3LAAR,Opex Analytics (Remove),1,0.0,0.0
001Vp0000033auvIAA,LIZ EARLE BEAUTY CO. LIMITED,2,0.0,0.0
001Vp000004QukbIAC,DJP ASSETS LTD,1,0.0,0.0
001Vp000007OiDfIAK,my365.dmu.ac.uk,1,0.0,0.0
0013f000004TOrwAAG,Revantage Global Services UK TCC Ltd,2,0.0,0.0
001Vp0000033L4vIAE,ttu.edu,1,0.0,0.0
001Vp00000MbbTnIAJ,cloudataiq.com,1,0.0,0.0
0018Y00002yHMrdQAG,RIVER AND MERCANTILE GROUP LIMITED,1,0.0,0.0
001Vp00000PlqHmIAJ,THISTLE FOUNDATION,1,0.0,0.0
001Vp000003Ffz0IAC,live.uwe.ac.uk,1,0.0,0.0
0016100001TPJtJAAX,Confluent,1,0.0,0.0
001Vp0000033e4HIAQ,bigdatadynamics.co.uk,1,0.0,0.0
001Vp00000SFX6oIAH,pansconsulting.co.uk,2,0.0,0.0
001Vp0000038quFIAQ,SEA SPIDER LIMITED,1,0.0,0.0
001Vp000006hLqZIAU,aptitudeglobal.co.uk,1,0.0,0.0
0014N00001g7jAkQAI,Snap Analytics Ltd,1,0.0,0.0
0016100001Xnb4TAAR,University College Cork  Ireland (UCC),1,0.0,0.0
001Vp0000038nACIAY,CLARITY TECH LTD,1,0.0,0.0
001Vp00000gow3qIAA,MERKUR CASINO GmbH,1,0.0,0.0
0014N00001tNbSRQA0,Hymans Robertson,1,0.0,0.0
001Vp00000E6jDmIAJ,testdev.dla.com,2,0.0,0.0
001Vp00000QCBiJIAX,apfn.uk,1,0.0,0.0
001Vp000008qPXFIA2,RFC Power,1,0.0,0.0
0016100001D51brAAB,Axon,1,0.0,0.0
001Vp00000irmBiIAI,neworchard.co.uk,1,0.0,0.0
001Vp00000Ayu1cIAB,INFINION TECHNOLOGIES LIMITED,2,0.0,0.0
001Vp00000IbqtPIAR,flutterlabs.ai,1,0.0,0.0
0013f00000642Q5AAI,Chiang Mai University,1,0.0,0.0
0013f000005RvyGAAS,Ikano Retail,1,0.0,0.0
001Vp00000Ayu86IAB,ECOLE ETLES,1,0.0,0.0
0018Y00002pLpSzQAK,Pantheon Ventures LLC,1,0.0,0.0
0013f000008oWtlAAE,Lehmann Pioneers Digital Group,1,0.0,0.0
0014N000025hEHUQA2,eTech,2,0.0,0.0
001Vp000008l03FIAQ,Business Thinking Limited t/a Datavault,1,0.0,0.0
0018Y00002kwiUVQAY,VIT University,1,0.0,0.0
001Vp00000gHDXmIAO,xsolutions365 ltd DBA CreateFuture,1,0.0,0.0
0013f00000AhpCIAAZ,McDermott Group,1,0.0,0.0
0016100001TPKHpAAP,KBR,1,0.0,0.0
0018Y00002qS7WPQA0,Globant,1,0.0,0.0
001Vp00000lNFcqIAG,kamhussain.com,1,0.0,0.0
001Vp00000YG0zmIAD,BG AUTO PARTS LTD,1,0.0,0.0
001Vp0000033Uo2IAE,salemarketingbusiness.com,1,0.0,0.0
0016100001D7ywCAAR,Wolters Kluwer US,1,0.0,0.0
001Vp00000EyyarIAB,SIMPLE PHARMA I LTD,1,0.0,0.0
001Vp00000i4FbrIAE,polarissoftware.com,1,0.0,0.0
001Vp00000392ycIAA,godeltech.com,1,0.0,0.0
0016100001G26IQAAZ,Inter IKEA Group,1,0.0,0.0
0016100001TPLSQAA5,Arup,3,0.0,0.0
0016100001BItGnAAL,Kingston University,1,0.0,0.0
0013f0000043FH5AAM,Aspen Insurance Group,1,0.0,0.0
001Vp00000FYz0VIAT,Ulteig Engineers  Inc.,1,0.0,0.0
001Vp00000DihjJIAR,graceinvestments.co.uk,1,0.0,0.0
0016100001fQQVkAAO,UK Governement,2,0.0,0.0
001Vp00000396R9IAI,officein365.com,1,0.0,0.0
001Vp000003fMivIAE,South Eastern Regional College,1,0.0,0.0
0018Y00002o0QmeQAE,ForLoop Ltd,1,0.0,0.0
001Vp00000kzYgeIAE,TITAN WEALTH INVESTMENTS LIMITED,3,0.0,0.0
001Vp00000LEAV1IAP,awecp.co.uk,1,0.0,0.0
001Vp0000038r2UIAQ,OCCAM DM LIMITED,2,0.0,0.0
001Vp00000KINicIAH,outlook.cz,1,0.0,0.0
0016100001BKNoaAAH,Deutsche Telekom AG,1,0.0,0.0
001Vp00000IaLI5IAN,DATA OPTIMO LIMITED,1,0.0,0.0
001Vp0000033TK9IAM,mis-cs.com,1,0.0,0.0
001Vp00000GD24UIAT,Kuberno,1,0.0,0.0
0018Y00002r5CBHQA2,Distro Energy,1,0.0,0.0
001Vp0000033d3BIAQ,horwath.co.uk,1,0.0,0.0
0016100001N1idHAAR,Mattersight Corporation,1,0.0,0.0
001Vp0000038xUVIAY,SYCOUS LIMITED,1,0.0,0.0
001Vp000005X43iIAC,NEW ORBIT,1,0.0,0.0
0014N00001g73f5QAA,Trend Control Systems,1,0.0,0.0
001Vp000006wcO4IAI,CONNECT HEALTH HOLDINGS LTD,1,0.0,0.0
001610000142B7MAAU,The University of Melbourne,1,0.0,0.0
0013f00000645EoAAI,Click2Cloud,1,0.0,0.0
001Vp000003FfmAIAS,pazdzierkiewicz.pl,1,0.0,0.0
001Vp00000pLwtOIAS,noerasports.com,2,0.0,0.0
001Vp0000038yyAIAQ,EXPRESSIONS DENTAL CARE LIMITED,1,0.0,0.0
0018Y00002nIdg1QAC,Milton Keynes NHS Trust,1,0.0,0.0
001Vp00000gomXVIAY,fracti.uk,1,0.0,0.0
0016100001SRN8dAAH,Hannah,1,0.0,0.0
0014N00001tQ1tOQAS,Exclaimer,1,0.0,0.0
001Vp00000goYERIA2,FLAIR FLOORING GROUP LIMITED,1,0.0,0.0
0016100001ZVxb2AAD,Ieso Health,1,0.0,0.0
001Vp000008NdotIAC,foundation-sp.com,1,0.0,0.0
0016100000d0R97AAE,Numerix LLC,1,0.0,0.0
0016100001fQn84AAC,Azzurro Associates,1,0.0,0.0
001Vp00000pM0wvIAC,TRISTAN CAPITAL PARTNERS LLP,1,0.0,0.0
001Vp0000033fxrIAA,nopso.co.uk,1,0.0,0.0
001Vp0000099t3NIAQ,DELTA CAPITA GROUP LTD,1,0.0,0.0
